2 3464 6928
0 431 859 140
1 431 880 114
0 432 862 140
1 432 883 114
0 433 276 141
1 433 259 84
0 434 295 141
1 434 281 86
0 435 298 141
1 435 285 85
0 436 502 141
1 436 531 96
0 437 738 141
1 437 762 109
0 438 814 141
1 438 837 113
0 439 867 141
1 439 888 115
0 440 362 142
1 440 375 91
0 441 654 142
1 441 677 106
0 442 662 142
1 442 686 106
0 443 263 143
1 443 244 86
0 444 628 143
1 444 651 105
0 445 738 143
1 445 762 111
0 446 746 143
1 446 771 111
0 447 774 143
1 447 798 113
0 448 831 143
1 448 854 115
0 449 624 144
1 449 647 106
0 450 720 144
1 450 744 110
0 451 809 144
1 451 833 115
0 452 295 145
1 452 281 90
0 453 628 145
1 453 651 108
0 454 633 145
1 454 656 107
0 455 661 145
1 455 684 109
0 456 669 145
1 456 693 109
0 457 690 145
1 457 715 110
0 458 751 145
1 458 775 114
0 459 781 145
1 459 805 115
0 460 864 145
1 460 885 119
0 461 298 146
1 461 284 91
0 462 618 146
1 462 640 108
0 463 625 146
1 463 647 108
0 464 636 146
1 464 659 109
0 465 642 146
1 465 665 109
0 466 852 146
1 466 874 119
0 467 265 147
1 467 245 90
0 468 654 147
1 468 677 111
0 469 748 147
1 469 772 116
0 470 809 147
1 470 832 118
0 471 502 148
1 471 531 104
0 472 695 148
1 472 719 114
0 473 794 148
1 473 817 118
0 474 801 148
1 474 825 119
0 475 862 148
1 475 883 122
0 476 916 148
1 476 934 124
0 477 222 149
1 477 192 90
0 478 657 149
1 478 680 113
0 479 673 149
1 479 697 114
0 480 684 149
1 480 708 114
0 481 701 149
1 481 725 115
0 482 832 149
1 482 855 121
0 483 859 149
1 483 880 123
0 484 634 150
1 484 656 113
0 485 727 150
1 485 752 117
0 486 751 150
1 486 775 119
0 487 757 150
1 487 781 119
0 488 785 150
1 488 809 120
0 489 850 150
1 489 872 123
0 490 908 150
1 490 927 126
0 491 242 151
1 491 218 93
0 492 679 151
1 492 703 116
0 493 692 151
1 493 715 117
0 494 816 151
1 494 839 122
0 495 864 151
1 495 884 125
0 496 155 152
1 496 109 90
0 497 298 152
1 497 284 97
0 498 652 152
1 498 675 115
0 499 663 152
1 499 686 116
0 500 672 152
1 500 696 117
0 501 702 152
1 501 726 118
0 502 756 152
1 502 780 121
0 503 828 152
1 503 850 124
0 504 831 152
1 504 854 124
0 505 623 153
1 505 645 115
0 506 715 153
1 506 739 120
0 507 719 153
1 507 743 120
0 508 732 153
1 508 757 121
0 509 811 153
1 509 834 124
0 510 355 154
1 510 364 102
0 511 616 154
1 511 638 116
0 512 657 154
1 512 680 118
0 513 691 154
1 513 715 119
0 514 775 154
1 514 799 124
0 515 815 154
1 515 838 126
0 516 822 154
1 516 844 126
0 517 845 154
1 517 867 127
0 518 712 155
1 518 737 121
0 519 719 155
1 519 743 122
0 520 735 155
1 520 759 123
0 521 748 155
1 521 772 123
0 522 779 155
1 522 802 124
0 523 787 155
1 523 811 125
0 524 874 155
1 524 895 129
0 525 898 155
1 525 918 130
0 526 464 156
1 526 492 110
0 527 722 156
1 527 746 123
0 528 729 156
1 528 753 123
0 529 745 156
1 529 769 124
0 530 792 156
1 530 815 126
0 531 295 157
1 531 281 103
0 532 497 157
1 532 528 113
0 533 663 157
1 533 687 121
0 534 703 157
1 534 728 123
0 535 741 157
1 535 765 125
0 536 845 157
1 536 867 129
0 537 864 157
1 537 884 131
0 538 468 158
1 538 496 113
0 539 477 158
1 539 507 114
0 540 484 158
1 540 514 113
0 541 638 158
1 541 661 121
0 542 651 158
1 542 675 122
0 543 669 158
1 543 692 123
0 544 678 158
1 544 702 123
0 545 723 158
1 545 747 125
0 546 732 158
1 546 756 125
0 547 743 158
1 547 767 126
0 548 361 159
1 548 373 108
0 549 657 159
1 549 680 123
0 550 671 159
1 550 695 124
0 551 708 159
1 551 732 125
0 552 829 159
1 552 851 131
0 553 880 159
1 553 900 133
0 554 294 160
1 554 280 106
0 555 489 160
1 555 519 116
0 556 662 160
1 556 686 124
0 557 691 160
1 557 715 126
0 558 732 160
1 558 756 127
0 559 740 160
1 559 764 128
0 560 628 161
1 560 650 124
0 561 636 161
1 561 659 124
0 562 674 161
1 562 697 126
0 563 909 161
1 563 927 136
0 564 168 162
1 564 126 102
0 565 475 162
1 565 504 117
0 566 624 162
1 566 647 125
0 567 912 162
1 567 930 137
0 568 632 163
1 568 655 126
0 569 701 163
1 569 726 129
0 570 723 163
1 570 747 130
0 571 812 163
1 571 835 134
0 572 819 163
1 572 842 134
0 573 826 163
1 573 848 135
0 574 360 164
1 574 372 113
0 575 656 164
1 575 679 128
0 576 693 164
1 576 717 129
0 577 710 164
1 577 733 130
0 578 830 164
1 578 852 135
0 579 843 164
1 579 865 136
0 580 851 164
1 580 872 137
0 581 862 164
1 581 883 137
0 582 639 165
1 582 662 129
0 583 896 165
1 583 915 139
0 584 288 166
1 584 273 112
0 585 387 166
1 585 404 117
0 586 628 166
1 586 650 129
0 587 737 166
1 587 762 133
0 588 855 166
1 588 876 139
0 589 476 167
1 589 505 122
0 590 662 167
1 590 684 131
0 591 704 167
1 591 728 133
0 592 754 167
1 592 779 135
0 593 833 167
1 593 854 138
0 594 865 167
1 594 886 140
0 595 907 167
1 595 925 142
0 596 165 168
1 596 123 108
0 597 361 168
1 597 374 118
0 598 369 168
1 598 383 118
0 599 389 168
1 599 406 119
0 600 649 168
1 600 672 132
0 601 679 168
1 601 703 133
0 602 728 168
1 602 752 135
0 603 285 169
1 603 270 115
0 604 384 169
1 604 400 120
0 605 471 169
1 605 499 124
0 606 664 169
1 606 687 133
0 607 818 169
1 607 841 140
0 608 745 170
1 608 769 138
0 609 747 170
1 609 771 138
0 610 883 170
1 610 903 144
0 611 362 171
1 611 375 121
0 612 649 171
1 612 672 135
0 613 703 171
1 613 727 137
0 614 742 171
1 614 765 139
0 615 800 171
1 615 824 141
0 616 386 172
1 616 403 124
0 617 673 172
1 617 697 137
0 618 755 172
1 618 779 140
0 619 807 172
1 619 830 143
0 620 834 172
1 620 856 143
0 621 900 172
1 621 920 146
0 622 252 173
1 622 230 118
0 623 382 173
1 623 398 124
0 624 394 173
1 624 409 125
0 625 642 173
1 625 665 136
0 626 719 173
1 626 744 140
0 627 868 173
1 627 888 146
0 628 885 173
1 628 905 146
0 629 370 174
1 629 385 125
0 630 789 174
1 630 813 144
0 631 864 174
1 631 885 146
0 632 896 174
1 632 915 148
0 633 913 174
1 633 931 149
0 634 884 175
1 634 904 149
0 635 233 176
1 635 207 120
0 636 381 176
1 636 397 127
0 637 490 176
1 637 519 133
0 638 678 176
1 638 702 141
0 639 681 176
1 639 704 142
0 640 802 176
1 640 825 146
0 641 875 176
1 641 895 149
0 642 911 176
1 642 929 151
0 643 792 177
1 643 815 147
0 644 847 177
1 644 869 149
0 645 616 178
1 645 638 140
0 646 852 178
1 646 873 150
0 647 242 179
1 647 218 124
0 648 758 179
1 648 782 147
0 649 835 179
1 649 857 151
0 650 863 179
1 650 884 152
0 651 867 179
1 651 888 152
0 652 874 179
1 652 894 152
0 653 886 179
1 653 906 153
0 654 623 180
1 654 646 143
0 655 731 180
1 655 755 147
0 656 791 180
1 656 814 150
0 657 841 180
1 657 863 152
0 658 649 181
1 658 672 145
0 659 684 181
1 659 708 146
0 660 744 181
1 660 769 149
0 661 795 181
1 661 818 151
0 662 823 181
1 662 845 152
0 663 847 181
1 663 869 153
0 664 433 182
1 664 451 137
0 665 657 182
1 665 680 146
0 666 686 182
1 666 710 148
0 667 691 183
1 667 715 149
0 668 734 183
1 668 758 150
0 669 806 183
1 669 829 153
0 670 823 183
1 670 845 154
0 671 833 183
1 671 855 155
0 672 278 184
1 672 262 131
0 673 639 184
1 673 662 147
0 674 646 184
1 674 669 148
0 675 653 184
1 675 676 148
0 676 811 184
1 676 833 155
0 677 864 184
1 677 884 157
0 678 259 185
1 678 239 131
0 679 389 185
1 679 404 137
0 680 642 185
1 680 665 149
0 681 662 185
1 681 686 150
0 682 740 185
1 682 763 153
0 683 837 186
1 683 859 157
0 684 843 186
1 684 864 158
0 685 275 187
1 685 258 134
0 686 659 187
1 686 683 151
0 687 753 187
1 687 777 155
0 688 797 187
1 688 819 157
0 689 310 188
1 689 310 138
0 690 704 188
1 690 728 154
0 691 821 188
1 691 843 159
0 692 824 188
1 692 846 159
0 693 830 188
1 693 852 159
0 694 836 188
1 694 858 160
0 695 840 188
1 695 862 159
0 696 248 189
1 696 224 136
0 697 312 189
1 697 315 139
0 698 637 189
1 698 659 153
0 699 648 189
1 699 671 153
0 700 748 189
1 700 772 157
0 701 780 189
1 701 804 158
0 702 803 189
1 702 825 160
0 703 860 189
1 703 881 161
0 704 617 190
1 704 639 152
0 705 676 190
1 705 700 156
0 706 721 190
1 706 745 157
0 707 742 190
1 707 765 157
0 708 770 190
1 708 794 159
0 709 775 190
1 709 799 159
0 710 785 190
1 710 809 160
0 711 900 190
1 711 920 164
0 712 910 190
1 712 928 164
0 713 566 191
1 713 596 151
0 714 758 191
1 714 782 159
0 715 652 192
1 715 675 156
0 716 684 192
1 716 708 157
0 717 714 192
1 717 738 159
0 718 752 192
1 718 776 160
0 719 831 192
1 719 853 163
0 720 842 192
1 720 864 164
0 721 655 193
1 721 678 157
0 722 786 193
1 722 809 162
0 723 848 193
1 723 869 165
0 724 904 193
1 724 923 167
0 725 628 194
1 725 650 157
0 726 664 194
1 726 688 159
0 727 688 194
1 727 712 160
0 728 760 194
1 728 783 162
0 729 764 194
1 729 788 163
0 730 774 194
1 730 798 163
0 731 456 195
1 731 477 151
0 732 680 195
1 732 703 160
0 733 704 195
1 733 728 161
0 734 737 195
1 734 761 162
0 735 743 195
1 735 767 163
0 736 748 195
1 736 772 163
0 737 872 195
1 737 892 167
0 738 623 196
1 738 645 159
0 739 635 196
1 739 658 159
0 740 641 196
1 740 664 160
0 741 453 197
1 741 474 153
0 742 691 197
1 742 715 163
0 743 720 197
1 743 743 164
0 744 741 197
1 744 764 164
0 745 748 197
1 745 772 165
0 746 442 198
1 746 462 154
0 747 680 198
1 747 704 163
0 748 685 198
1 748 709 163
0 749 708 198
1 749 732 165
0 750 822 198
1 750 845 169
0 751 659 199
1 751 683 164
0 752 724 199
1 752 748 166
0 753 831 199
1 753 853 170
0 754 600 200
1 754 621 162
0 755 730 200
1 755 755 167
0 756 614 201
1 756 636 164
0 757 623 201
1 757 646 164
0 758 630 201
1 758 653 165
0 759 691 201
1 759 714 167
0 760 695 201
1 760 719 167
0 761 727 201
1 761 751 168
0 762 759 201
1 762 783 170
0 763 221 202
1 763 193 148
0 764 415 202
1 764 432 157
0 765 420 202
1 765 437 157
0 766 678 202
1 766 702 167
0 767 685 202
1 767 709 167
0 768 786 202
1 768 809 171
0 769 823 202
1 769 845 173
0 770 558 203
1 770 588 165
0 771 605 203
1 771 628 166
0 772 667 203
1 772 690 168
0 773 670 203
1 773 694 168
0 774 875 203
1 774 895 175
0 775 614 204
1 775 635 167
0 776 617 204
1 776 639 167
0 777 638 204
1 777 661 168
0 778 647 204
1 778 670 168
0 779 676 204
1 779 699 169
0 780 721 204
1 780 744 171
0 781 390 205
1 781 406 159
0 782 411 205
1 782 427 160
0 783 622 205
1 783 644 168
0 784 625 205
1 784 647 168
0 785 628 205
1 785 650 168
0 786 631 205
1 786 654 168
0 787 636 205
1 787 658 169
0 788 782 205
1 788 805 174
0 789 601 206
1 789 622 168
0 790 614 206
1 790 636 169
0 791 400 207
1 791 415 161
0 792 529 207
1 792 553 167
0 793 652 207
1 793 675 171
0 794 661 207
1 794 684 172
0 795 865 207
1 795 886 179
0 796 191 208
1 796 156 154
0 797 719 208
1 797 743 174
0 798 768 208
1 798 792 176
0 799 787 208
1 799 811 178
0 800 848 208
1 800 869 179
0 801 658 209
1 801 682 174
0 802 664 209
1 802 687 173
0 803 822 209
1 803 844 179
0 804 279 210
1 804 263 159
0 805 442 210
1 805 461 166
0 806 617 210
1 806 639 173
0 807 226 211
1 807 199 158
0 808 661 211
1 808 685 176
0 809 818 211
1 809 840 181
0 810 264 212
1 810 245 161
0 811 753 212
1 811 777 180
0 812 767 212
1 812 791 181
0 813 855 212
1 813 876 183
0 814 860 212
1 814 881 184
0 815 911 212
1 815 929 185
0 816 760 213
1 816 784 181
0 817 892 213
1 817 910 186
0 818 387 214
1 818 403 168
0 819 659 214
1 819 682 178
0 820 681 214
1 820 704 179
0 821 731 214
1 821 755 181
0 822 902 214
1 822 920 187
0 823 412 215
1 823 429 170
0 824 836 215
1 824 858 186
0 825 660 216
1 825 683 181
0 826 760 216
1 826 783 184
0 827 766 216
1 827 789 184
0 828 823 216
1 828 846 186
0 829 723 217
1 829 747 184
0 830 729 217
1 830 753 184
0 831 752 217
1 831 776 185
0 832 783 217
1 832 806 186
0 833 802 217
1 833 825 187
0 834 849 218
1 834 871 189
0 835 856 218
1 835 877 190
0 836 906 218
1 836 924 191
0 837 260 219
1 837 240 168
0 838 727 219
1 838 750 186
0 839 777 219
1 839 801 188
0 840 781 219
1 840 804 188
0 841 817 219
1 841 840 189
0 842 326 220
1 842 327 172
0 843 848 220
1 843 869 191
0 844 384 221
1 844 400 175
0 845 432 221
1 845 450 178
0 846 441 221
1 846 460 178
0 847 564 221
1 847 593 182
0 848 680 221
1 848 704 186
0 849 785 221
1 849 809 190
0 850 343 222
1 850 345 175
0 851 724 222
1 851 747 189
0 852 861 222
1 852 882 193
0 853 613 223
1 853 634 186
0 854 792 223
1 854 815 192
0 855 452 224
1 855 473 181
0 856 718 224
1 856 742 191
0 857 808 224
1 857 832 194
0 858 820 224
1 858 842 194
0 859 841 224
1 859 862 195
0 860 855 224
1 860 876 195
0 861 896 224
1 861 915 197
0 862 342 225
1 862 344 178
0 863 447 225
1 863 468 182
0 864 469 225
1 864 492 183
0 865 657 225
1 865 680 190
0 866 723 225
1 866 747 191
0 867 788 225
1 867 811 194
0 868 918 225
1 868 935 198
0 869 296 226
1 869 283 178
0 870 332 226
1 870 334 179
0 871 420 226
1 871 437 182
0 872 738 226
1 872 763 194
0 873 765 226
1 873 788 194
