2 3464 6928
0 74 627.000000 77.000000 
1 74 650.000000 38.000000 
0 75 653.000000 77.000000 
1 75 676.000000 40.000000 
0 76 658.000000 77.000000 
1 76 682.000000 39.000000 
0 77 661.000000 77.000000 
1 77 684.000000 40.000000 
0 78 674.000000 77.000000 
1 78 698.000000 41.000000 
0 79 702.000000 77.000000 
1 79 726.000000 42.000000 
0 80 749.000000 77.000000 
1 80 774.000000 46.000000 
0 81 642.000000 78.000000 
1 81 665.000000 40.000000 
0 82 741.000000 78.000000 
1 82 766.000000 46.000000 
0 83 909.000000 78.000000 
1 83 929.000000 55.000000 
0 84 595.000000 79.000000 
1 84 616.000000 38.000000 
0 85 622.000000 79.000000 
1 85 644.000000 39.000000 
0 86 785.000000 79.000000 
1 86 809.000000 49.000000 
0 87 794.000000 79.000000 
1 87 817.000000 50.000000 
0 88 803.000000 79.000000 
1 88 827.000000 50.000000 
0 89 603.000000 80.000000 
1 89 624.000000 39.000000 
0 90 612.000000 80.000000 
1 90 634.000000 40.000000 
0 91 652.000000 80.000000 
1 91 676.000000 42.000000 
0 92 710.000000 80.000000 
1 92 734.000000 46.000000 
0 93 730.000000 80.000000 
1 93 755.000000 47.000000 
0 94 736.000000 80.000000 
1 94 761.000000 48.000000 
0 95 868.000000 80.000000 
1 95 890.000000 56.000000 
0 96 637.000000 81.000000 
1 96 660.000000 43.000000 
0 97 672.000000 81.000000 
1 97 696.000000 45.000000 
0 98 702.000000 81.000000 
1 98 726.000000 47.000000 
0 99 712.000000 81.000000 
1 99 736.000000 47.000000 
0 100 716.000000 81.000000 
1 100 740.000000 48.000000 
0 101 765.000000 81.000000 
1 101 790.000000 50.000000 
0 102 780.000000 81.000000 
1 102 805.000000 52.000000 
0 103 785.000000 81.000000 
1 103 810.000000 51.000000 
0 104 603.000000 82.000000 
1 104 624.000000 42.000000 
0 105 631.000000 82.000000 
1 105 655.000000 43.000000 
0 106 644.000000 82.000000 
1 106 667.000000 44.000000 
0 107 680.000000 82.000000 
1 107 704.000000 46.000000 
0 108 710.000000 82.000000 
1 108 734.000000 48.000000 
0 109 723.000000 82.000000 
1 109 748.000000 48.000000 
0 110 647.000000 83.000000 
1 110 670.000000 45.000000 
0 111 896.000000 83.000000 
1 111 916.000000 60.000000 
0 112 441.000000 84.000000 
1 112 465.000000 33.000000 
0 113 513.000000 84.000000 
1 113 548.000000 37.000000 
0 114 604.000000 84.000000 
1 114 625.000000 44.000000 
0 115 631.000000 84.000000 
1 115 654.000000 46.000000 
0 116 637.000000 84.000000 
1 116 660.000000 45.000000 
0 117 617.000000 85.000000 
1 117 639.000000 45.000000 
0 118 620.000000 85.000000 
1 118 642.000000 45.000000 
0 119 720.000000 85.000000 
1 119 744.000000 52.000000 
0 120 735.000000 85.000000 
1 120 760.000000 52.000000 
0 121 752.000000 85.000000 
1 121 778.000000 54.000000 
0 122 813.000000 85.000000 
1 122 837.000000 57.000000 
0 123 896.000000 85.000000 
1 123 916.000000 62.000000 
0 124 404.000000 86.000000 
1 124 423.000000 33.000000 
0 125 637.000000 86.000000 
1 125 660.000000 48.000000 
0 126 643.000000 86.000000 
1 126 666.000000 48.000000 
0 127 893.000000 86.000000 
1 127 913.000000 63.000000 
0 128 603.000000 87.000000 
1 128 624.000000 47.000000 
0 129 620.000000 87.000000 
1 129 642.000000 48.000000 
0 130 630.000000 87.000000 
1 130 653.000000 48.000000 
0 131 657.000000 87.000000 
1 131 680.000000 50.000000 
0 132 659.000000 87.000000 
1 132 682.000000 50.000000 
0 133 717.000000 87.000000 
1 133 741.000000 54.000000 
0 134 820.000000 87.000000 
1 134 844.000000 59.000000 
0 135 513.000000 88.000000 
1 135 547.000000 42.000000 
0 136 617.000000 88.000000 
1 136 639.000000 48.000000 
0 137 648.000000 88.000000 
1 137 672.000000 50.000000 
0 138 692.000000 88.000000 
1 138 716.000000 53.000000 
0 139 794.000000 88.000000 
1 139 818.000000 59.000000 
0 140 517.000000 89.000000 
1 140 550.000000 43.000000 
0 141 591.000000 89.000000 
1 141 612.000000 48.000000 
0 142 603.000000 89.000000 
1 142 624.000000 49.000000 
0 143 610.000000 89.000000 
1 143 632.000000 49.000000 
0 144 663.000000 89.000000 
1 144 686.000000 53.000000 
0 145 720.000000 89.000000 
1 145 744.000000 56.000000 
0 146 812.000000 89.000000 
1 146 836.000000 61.000000 
0 147 862.000000 89.000000 
1 147 883.000000 64.000000 
0 148 619.000000 90.000000 
1 148 641.000000 51.000000 
0 149 699.000000 90.000000 
1 149 723.000000 56.000000 
0 150 706.000000 90.000000 
1 150 730.000000 56.000000 
0 151 710.000000 90.000000 
1 151 734.000000 56.000000 
0 152 713.000000 90.000000 
1 152 737.000000 56.000000 
0 153 766.000000 90.000000 
1 153 791.000000 60.000000 
0 154 818.000000 90.000000 
1 154 841.000000 62.000000 
0 155 868.000000 90.000000 
1 155 890.000000 66.000000 
0 156 689.000000 91.000000 
1 156 713.000000 56.000000 
0 157 773.000000 91.000000 
1 157 797.000000 61.000000 
0 158 300.000000 92.000000 
1 158 286.000000 32.000000 
0 159 328.000000 92.000000 
1 159 318.000000 34.000000 
0 160 645.000000 92.000000 
1 160 668.000000 54.000000 
0 161 679.000000 92.000000 
1 161 703.000000 56.000000 
0 162 700.000000 92.000000 
1 162 724.000000 58.000000 
0 163 321.000000 93.000000 
1 163 312.000000 35.000000 
0 164 597.000000 93.000000 
1 164 618.000000 52.000000 
0 165 635.000000 93.000000 
1 165 657.000000 55.000000 
0 166 694.000000 93.000000 
1 166 718.000000 58.000000 
0 167 761.000000 93.000000 
1 167 786.000000 62.000000 
0 168 800.000000 93.000000 
1 168 824.000000 64.000000 
0 169 872.000000 93.000000 
1 169 893.000000 68.000000 
0 170 649.000000 94.000000 
1 170 673.000000 57.000000 
0 171 795.000000 94.000000 
1 171 819.000000 65.000000 
0 172 881.000000 94.000000 
1 172 901.000000 70.000000 
0 173 611.000000 95.000000 
1 173 633.000000 55.000000 
0 174 617.000000 95.000000 
1 174 639.000000 56.000000 
0 175 628.000000 95.000000 
1 175 650.000000 57.000000 
0 176 654.000000 95.000000 
1 176 678.000000 58.000000 
0 177 665.000000 95.000000 
1 177 689.000000 58.000000 
0 178 749.000000 95.000000 
1 178 774.000000 63.000000 
0 179 813.000000 95.000000 
1 179 837.000000 67.000000 
0 180 638.000000 96.000000 
1 180 661.000000 58.000000 
0 181 643.000000 96.000000 
1 181 666.000000 58.000000 
0 182 687.000000 96.000000 
1 182 712.000000 61.000000 
0 183 693.000000 96.000000 
1 183 718.000000 61.000000 
0 184 706.000000 96.000000 
1 184 730.000000 62.000000 
0 185 710.000000 96.000000 
1 185 734.000000 63.000000 
0 186 773.000000 96.000000 
1 186 797.000000 66.000000 
0 187 602.000000 97.000000 
1 187 623.000000 57.000000 
0 188 626.000000 97.000000 
1 188 648.000000 59.000000 
0 189 632.000000 97.000000 
1 189 655.000000 58.000000 
0 190 802.000000 97.000000 
1 190 825.000000 68.000000 
0 191 853.000000 97.000000 
1 191 876.000000 71.000000 
0 192 630.000000 98.000000 
1 192 651.000000 60.000000 
0 193 650.000000 98.000000 
1 193 672.000000 61.000000 
0 194 816.000000 98.000000 
1 194 840.000000 70.000000 
0 195 862.000000 98.000000 
1 195 883.000000 73.000000 
0 196 621.000000 99.000000 
1 196 643.000000 60.000000 
0 197 644.000000 99.000000 
1 197 667.000000 61.000000 
0 198 715.000000 99.000000 
1 198 740.000000 66.000000 
0 199 761.000000 99.000000 
1 199 785.000000 68.000000 
0 200 804.000000 99.000000 
1 200 828.000000 70.000000 
0 201 881.000000 99.000000 
1 201 902.000000 75.000000 
0 202 590.000000 100.000000 
1 202 611.000000 59.000000 
0 203 727.000000 100.000000 
1 203 751.000000 68.000000 
0 204 758.000000 100.000000 
1 204 782.000000 69.000000 
0 205 788.000000 100.000000 
1 205 811.000000 71.000000 
0 206 802.000000 100.000000 
1 206 825.000000 72.000000 
0 207 829.000000 100.000000 
1 207 852.000000 73.000000 
0 208 597.000000 101.000000 
1 208 618.000000 60.000000 
0 209 602.000000 101.000000 
1 209 623.000000 60.000000 
0 210 606.000000 101.000000 
1 210 627.000000 61.000000 
0 211 700.000000 101.000000 
1 211 724.000000 66.000000 
0 212 796.000000 101.000000 
1 212 820.000000 72.000000 
0 213 865.000000 101.000000 
1 213 886.000000 76.000000 
0 214 589.000000 102.000000 
1 214 610.000000 61.000000 
0 215 611.000000 102.000000 
1 215 633.000000 62.000000 
0 216 708.000000 102.000000 
1 216 732.000000 68.000000 
0 217 729.000000 102.000000 
1 217 754.000000 69.000000 
0 218 786.000000 102.000000 
1 218 809.000000 73.000000 
0 219 813.000000 102.000000 
1 219 836.000000 74.000000 
0 220 855.000000 102.000000 
1 220 877.000000 76.000000 
0 221 899.000000 102.000000 
1 221 919.000000 79.000000 
0 222 607.000000 103.000000 
1 222 628.000000 64.000000 
0 223 769.000000 103.000000 
1 223 793.000000 72.000000 
0 224 869.000000 103.000000 
1 224 890.000000 78.000000 
0 225 895.000000 103.000000 
1 225 915.000000 79.000000 
0 226 602.000000 104.000000 
1 226 623.000000 64.000000 
0 227 609.000000 104.000000 
1 227 631.000000 64.000000 
0 228 668.000000 104.000000 
1 228 692.000000 68.000000 
0 229 755.000000 104.000000 
1 229 780.000000 73.000000 
0 230 820.000000 104.000000 
1 230 844.000000 76.000000 
0 231 864.000000 104.000000 
1 231 885.000000 79.000000 
0 232 892.000000 104.000000 
1 232 912.000000 80.000000 
0 233 598.000000 105.000000 
1 233 618.000000 65.000000 
0 234 640.000000 105.000000 
1 234 663.000000 67.000000 
0 235 734.000000 105.000000 
1 235 759.000000 73.000000 
0 236 811.000000 105.000000 
1 236 835.000000 77.000000 
0 237 610.000000 106.000000 
1 237 632.000000 66.000000 
0 238 644.000000 106.000000 
1 238 667.000000 68.000000 
0 239 706.000000 106.000000 
1 239 730.000000 72.000000 
0 240 729.000000 106.000000 
1 240 753.000000 73.000000 
0 241 772.000000 106.000000 
1 241 797.000000 75.000000 
0 242 834.000000 106.000000 
1 242 857.000000 79.000000 
0 243 837.000000 106.000000 
1 243 859.000000 79.000000 
0 244 604.000000 107.000000 
1 244 625.000000 67.000000 
0 245 671.000000 107.000000 
1 245 695.000000 71.000000 
0 246 692.000000 107.000000 
1 246 716.000000 72.000000 
0 247 701.000000 107.000000 
1 247 725.000000 72.000000 
0 248 752.000000 107.000000 
1 248 776.000000 76.000000 
0 249 587.000000 108.000000 
1 249 608.000000 67.000000 
0 250 648.000000 108.000000 
1 250 671.000000 71.000000 
0 251 683.000000 108.000000 
1 251 707.000000 73.000000 
0 252 732.000000 108.000000 
1 252 757.000000 75.000000 
0 253 766.000000 108.000000 
1 253 791.000000 77.000000 
0 254 825.000000 108.000000 
1 254 848.000000 80.000000 
0 255 597.000000 109.000000 
1 255 618.000000 69.000000 
0 256 688.000000 109.000000 
1 256 713.000000 74.000000 
0 257 802.000000 109.000000 
1 257 825.000000 80.000000 
0 258 860.000000 109.000000 
1 258 882.000000 83.000000 
0 259 581.000000 110.000000 
1 259 601.000000 69.000000 
0 260 602.000000 110.000000 
1 260 623.000000 70.000000 
0 261 670.000000 110.000000 
1 261 695.000000 74.000000 
0 262 676.000000 110.000000 
1 262 701.000000 75.000000 
0 263 746.000000 110.000000 
1 263 770.000000 78.000000 
0 264 823.000000 110.000000 
1 264 846.000000 82.000000 
0 265 865.000000 110.000000 
1 265 887.000000 85.000000 
0 266 874.000000 110.000000 
1 266 895.000000 85.000000 
0 267 291.000000 111.000000 
1 267 276.000000 52.000000 
0 268 627.000000 111.000000 
1 268 649.000000 73.000000 
0 269 760.000000 111.000000 
1 269 784.000000 80.000000 
0 270 786.000000 111.000000 
1 270 810.000000 81.000000 
0 271 868.000000 111.000000 
1 271 889.000000 86.000000 
0 272 649.000000 112.000000 
1 272 671.000000 75.000000 
0 273 741.000000 112.000000 
1 273 765.000000 80.000000 
0 274 807.000000 112.000000 
1 274 830.000000 83.000000 
0 275 829.000000 112.000000 
1 275 852.000000 84.000000 
0 276 902.000000 112.000000 
1 276 921.000000 89.000000 
0 277 580.000000 113.000000 
1 277 600.000000 72.000000 
0 278 643.000000 113.000000 
1 278 666.000000 75.000000 
0 279 655.000000 113.000000 
1 279 679.000000 76.000000 
0 280 667.000000 113.000000 
1 280 690.000000 77.000000 
0 281 733.000000 113.000000 
1 281 758.000000 80.000000 
0 282 775.000000 113.000000 
1 282 799.000000 83.000000 
0 283 882.000000 113.000000 
1 283 903.000000 89.000000 
0 284 631.000000 114.000000 
1 284 653.000000 76.000000 
0 285 827.000000 114.000000 
1 285 850.000000 86.000000 
0 286 585.000000 115.000000 
1 286 605.000000 74.000000 
0 287 605.000000 115.000000 
1 287 628.000000 76.000000 
0 288 622.000000 115.000000 
1 288 644.000000 77.000000 
0 289 637.000000 115.000000 
1 289 659.000000 77.000000 
0 290 678.000000 115.000000 
1 290 702.000000 79.000000 
0 291 736.000000 115.000000 
1 291 761.000000 83.000000 
0 292 755.000000 115.000000 
1 292 780.000000 83.000000 
0 293 807.000000 115.000000 
1 293 830.000000 86.000000 
0 294 665.000000 116.000000 
1 294 689.000000 80.000000 
0 295 773.000000 116.000000 
1 295 797.000000 86.000000 
0 296 779.000000 116.000000 
1 296 803.000000 86.000000 
0 297 799.000000 116.000000 
1 297 823.000000 87.000000 
0 298 246.000000 117.000000 
1 298 222.000000 56.000000 
0 299 730.000000 117.000000 
1 299 754.000000 84.000000 
0 300 782.000000 117.000000 
1 300 806.000000 87.000000 
0 301 791.000000 117.000000 
1 301 815.000000 88.000000 
0 302 820.000000 118.000000 
1 302 843.000000 90.000000 
0 303 607.000000 119.000000 
1 303 628.000000 80.000000 
0 304 667.000000 119.000000 
1 304 691.000000 83.000000 
0 305 731.000000 119.000000 
1 305 755.000000 87.000000 
0 306 744.000000 119.000000 
1 306 769.000000 87.000000 
0 307 794.000000 119.000000 
1 307 818.000000 90.000000 
0 308 598.000000 120.000000 
1 308 619.000000 80.000000 
0 309 725.000000 120.000000 
1 309 749.000000 87.000000 
0 310 594.000000 121.000000 
1 310 615.000000 81.000000 
0 311 671.000000 121.000000 
1 311 695.000000 85.000000 
0 312 751.000000 121.000000 
1 312 777.000000 89.000000 
0 313 853.000000 121.000000 
1 313 875.000000 95.000000 
0 314 871.000000 121.000000 
1 314 892.000000 96.000000 
0 315 585.000000 122.000000 
1 315 605.000000 82.000000 
0 316 587.000000 122.000000 
1 316 608.000000 82.000000 
0 317 597.000000 122.000000 
1 317 618.000000 82.000000 
0 318 736.000000 122.000000 
1 318 760.000000 90.000000 
0 319 784.000000 122.000000 
1 319 808.000000 92.000000 
0 320 797.000000 122.000000 
1 320 820.000000 93.000000 
0 321 569.000000 123.000000 
1 321 589.000000 82.000000 
0 322 574.000000 123.000000 
1 322 594.000000 82.000000 
0 323 715.000000 123.000000 
1 323 739.000000 90.000000 
0 324 755.000000 123.000000 
1 324 778.000000 91.000000 
0 325 761.000000 123.000000 
1 325 785.000000 92.000000 
0 326 911.000000 123.000000 
1 326 930.000000 99.000000 
0 327 444.000000 124.000000 
1 327 494.000000 75.000000 
0 328 592.000000 124.000000 
1 328 613.000000 84.000000 
0 329 743.000000 124.000000 
1 329 767.000000 92.000000 
0 330 779.000000 124.000000 
1 330 803.000000 94.000000 
0 331 783.000000 124.000000 
1 331 807.000000 94.000000 
0 332 798.000000 124.000000 
1 332 822.000000 95.000000 
0 333 840.000000 124.000000 
1 333 863.000000 97.000000 
0 334 583.000000 125.000000 
1 334 603.000000 84.000000 
0 335 619.000000 125.000000 
1 335 641.000000 86.000000 
0 336 667.000000 125.000000 
1 336 690.000000 90.000000 
0 337 693.000000 125.000000 
1 337 717.000000 91.000000 
0 338 699.000000 125.000000 
1 338 724.000000 90.000000 
0 339 750.000000 125.000000 
1 339 774.000000 94.000000 
0 340 579.000000 126.000000 
1 340 600.000000 86.000000 
0 341 630.000000 126.000000 
1 341 653.000000 88.000000 
0 342 710.000000 126.000000 
1 342 734.000000 93.000000 
0 343 839.000000 126.000000 
1 343 861.000000 99.000000 
0 344 896.000000 126.000000 
1 344 916.000000 102.000000 
0 345 572.000000 127.000000 
1 345 592.000000 86.000000 
0 346 589.000000 127.000000 
1 346 610.000000 87.000000 
0 347 669.000000 127.000000 
1 347 692.000000 91.000000 
0 348 672.000000 127.000000 
1 348 696.000000 92.000000 
0 349 746.000000 127.000000 
1 349 769.000000 95.000000 
0 350 778.000000 127.000000 
1 350 802.000000 97.000000 
0 351 782.000000 127.000000 
1 351 806.000000 97.000000 
0 352 860.000000 127.000000 
1 352 882.000000 101.000000 
0 353 905.000000 127.000000 
1 353 924.000000 103.000000 
0 354 297.000000 128.000000 
1 354 283.000000 71.000000 
0 355 685.000000 128.000000 
1 355 709.000000 93.000000 
0 356 715.000000 128.000000 
1 356 739.000000 95.000000 
0 357 717.000000 128.000000 
1 357 742.000000 95.000000 
0 358 763.000000 128.000000 
1 358 787.000000 97.000000 
0 359 910.000000 128.000000 
1 359 928.000000 104.000000 
0 360 277.000000 129.000000 
1 360 260.000000 71.000000 
0 361 732.000000 129.000000 
1 361 757.000000 96.000000 
0 362 500.000000 130.000000 
1 362 528.000000 85.000000 
0 363 664.000000 130.000000 
1 363 688.000000 94.000000 
0 364 750.000000 130.000000 
1 364 775.000000 98.000000 
0 365 780.000000 130.000000 
1 365 803.000000 100.000000 
0 366 813.000000 130.000000 
1 366 836.000000 102.000000 
0 367 870.000000 130.000000 
1 367 891.000000 104.000000 
0 368 887.000000 130.000000 
1 368 907.000000 105.000000 
0 369 902.000000 130.000000 
1 369 921.000000 106.000000 
0 370 517.000000 131.000000 
1 370 544.000000 87.000000 
0 371 594.000000 131.000000 
1 371 615.000000 91.000000 
0 372 760.000000 131.000000 
1 372 784.000000 100.000000 
0 373 783.000000 131.000000 
1 373 807.000000 101.000000 
0 374 904.000000 131.000000 
1 374 923.000000 107.000000 
0 375 909.000000 131.000000 
1 375 928.000000 107.000000 
0 376 641.000000 132.000000 
1 376 663.000000 95.000000 
0 377 654.000000 132.000000 
1 377 676.000000 95.000000 
0 378 677.000000 132.000000 
1 378 701.000000 97.000000 
0 379 727.000000 132.000000 
1 379 752.000000 99.000000 
0 380 745.000000 132.000000 
1 380 770.000000 100.000000 
0 381 888.000000 132.000000 
1 381 908.000000 107.000000 
0 382 281.000000 133.000000 
1 382 264.000000 76.000000 
0 383 291.000000 133.000000 
1 383 276.000000 76.000000 
0 384 627.000000 133.000000 
1 384 650.000000 95.000000 
0 385 631.000000 133.000000 
1 385 654.000000 96.000000 
0 386 738.000000 133.000000 
1 386 763.000000 101.000000 
0 387 752.000000 133.000000 
1 387 776.000000 102.000000 
0 388 756.000000 133.000000 
1 388 779.000000 102.000000 
0 389 778.000000 133.000000 
1 389 802.000000 103.000000 
0 390 822.000000 133.000000 
1 390 845.000000 105.000000 
0 391 771.000000 134.000000 
1 391 795.000000 104.000000 
0 392 782.000000 134.000000 
1 392 806.000000 104.000000 
0 393 796.000000 134.000000 
1 393 820.000000 105.000000 
0 394 887.000000 134.000000 
1 394 907.000000 109.000000 
0 395 278.000000 135.000000 
1 395 261.000000 78.000000 
0 396 628.000000 135.000000 
1 396 651.000000 97.000000 
0 397 674.000000 135.000000 
1 397 698.000000 99.000000 
0 398 700.000000 135.000000 
1 398 724.000000 101.000000 
0 399 721.000000 135.000000 
1 399 745.000000 102.000000 
0 400 742.000000 135.000000 
1 400 766.000000 103.000000 
0 401 867.000000 135.000000 
1 401 888.000000 109.000000 
0 402 826.000000 136.000000 
1 402 849.000000 108.000000 
0 403 856.000000 136.000000 
1 403 877.000000 109.000000 
0 404 882.000000 136.000000 
1 404 902.000000 111.000000 
0 405 592.000000 137.000000 
1 405 613.000000 97.000000 
0 406 633.000000 137.000000 
1 406 656.000000 100.000000 
0 407 744.000000 137.000000 
1 407 768.000000 105.000000 
0 408 764.000000 137.000000 
1 408 789.000000 106.000000 
0 409 778.000000 137.000000 
1 409 802.000000 107.000000 
0 410 892.000000 137.000000 
1 410 912.000000 112.000000 
0 411 508.000000 138.000000 
1 411 536.000000 94.000000 
0 412 574.000000 138.000000 
1 412 594.000000 98.000000 
0 413 638.000000 138.000000 
1 413 661.000000 101.000000 
0 414 670.000000 138.000000 
1 414 694.000000 102.000000 
0 415 690.000000 138.000000 
1 415 714.000000 103.000000 
0 416 716.000000 138.000000 
1 416 740.000000 104.000000 
0 417 781.000000 138.000000 
1 417 805.000000 108.000000 
0 418 793.000000 138.000000 
1 418 817.000000 108.000000 
0 419 836.000000 138.000000 
1 419 858.000000 110.000000 
0 420 889.000000 138.000000 
1 420 909.000000 113.000000 
0 421 910.000000 138.000000 
1 421 929.000000 114.000000 
0 422 666.000000 139.000000 
1 422 689.000000 103.000000 
0 423 684.000000 139.000000 
1 423 708.000000 104.000000 
0 424 758.000000 139.000000 
1 424 782.000000 107.000000 
0 425 770.000000 139.000000 
1 425 794.000000 109.000000 
0 426 864.000000 139.000000 
1 426 885.000000 113.000000 
0 427 662.000000 140.000000 
1 427 686.000000 104.000000 
0 428 672.000000 140.000000 
1 428 695.000000 105.000000 
0 429 797.000000 140.000000 
1 429 821.000000 111.000000 
0 430 839.000000 140.000000 
1 430 862.000000 113.000000 
0 431 859.000000 140.000000 
1 431 880.000000 114.000000 
0 432 862.000000 140.000000 
1 432 883.000000 114.000000 
0 433 276.000000 141.000000 
1 433 259.000000 84.000000 
0 434 295.000000 141.000000 
1 434 281.000000 86.000000 
0 435 298.000000 141.000000 
1 435 285.000000 85.000000 
0 436 502.000000 141.000000 
1 436 531.000000 96.000000 
0 437 738.000000 141.000000 
1 437 762.000000 109.000000 
0 438 814.000000 141.000000 
1 438 837.000000 113.000000 
0 439 867.000000 141.000000 
1 439 888.000000 115.000000 
0 440 362.000000 142.000000 
1 440 375.000000 91.000000 
0 441 654.000000 142.000000 
1 441 677.000000 106.000000 
0 442 662.000000 142.000000 
1 442 686.000000 106.000000 
0 443 263.000000 143.000000 
1 443 244.000000 86.000000 
0 444 628.000000 143.000000 
1 444 651.000000 105.000000 
0 445 738.000000 143.000000 
1 445 762.000000 111.000000 
0 446 746.000000 143.000000 
1 446 771.000000 111.000000 
0 447 774.000000 143.000000 
1 447 798.000000 113.000000 
0 448 831.000000 143.000000 
1 448 854.000000 115.000000 
0 449 624.000000 144.000000 
1 449 647.000000 106.000000 
0 450 720.000000 144.000000 
1 450 744.000000 110.000000 
0 451 809.000000 144.000000 
1 451 833.000000 115.000000 
0 452 295.000000 145.000000 
1 452 281.000000 90.000000 
0 453 628.000000 145.000000 
1 453 651.000000 108.000000 
0 454 633.000000 145.000000 
1 454 656.000000 107.000000 
0 455 661.000000 145.000000 
1 455 684.000000 109.000000 
0 456 669.000000 145.000000 
1 456 693.000000 109.000000 
0 457 690.000000 145.000000 
1 457 715.000000 110.000000 
0 458 751.000000 145.000000 
1 458 775.000000 114.000000 
0 459 781.000000 145.000000 
1 459 805.000000 115.000000 
0 460 864.000000 145.000000 
1 460 885.000000 119.000000 
0 461 298.000000 146.000000 
1 461 284.000000 91.000000 
0 462 618.000000 146.000000 
1 462 640.000000 108.000000 
0 463 625.000000 146.000000 
1 463 647.000000 108.000000 
0 464 636.000000 146.000000 
1 464 659.000000 109.000000 
0 465 642.000000 146.000000 
1 465 665.000000 109.000000 
